Wvlgth Direct_normal_irradiance Difuse_horizn_irradiance Global_horizn_irradiance Direct_tilted_irradiance Difuse_tilted_irradiance Global_tilted_irradiance
.1242E+04 .3961E+00 .2469E-01 .2222E+00 .3433E+00 .9922E-01 .4425E+00
.1243E+04 .3921E+00 .2439E-01 .2199E+00 .3398E+00 .9816E-01 .4380E+00
.1244E+04 .3899E+00 .2422E-01 .2186E+00 .3379E+00 .9756E-01 .4355E+00
.1245E+04 .3913E+00 .2427E-01 .2194E+00 .3392E+00 .9786E-01 .4370E+00
.1246E+04 .3939E+00 .2439E-01 .2208E+00 .3414E+00 .9846E-01 .4399E+00
.1247E+04 .3920E+00 .2423E-01 .2197E+00 .3398E+00 .9794E-01 .4377E+00
.1248E+04 .3925E+00 .2423E-01 .2200E+00 .3402E+00 .9802E-01 .4383E+00
.1249E+04 .3941E+00 .2428E-01 .2208E+00 .3416E+00 .9835E-01 .4399E+00
.1250E+04 .3917E+00 .2410E-01 .2194E+00 .3395E+00 .9770E-01 .4372E+00
.1251E+04 .3875E+00 .2381E-01 .2171E+00 .3359E+00 .9662E-01 .4325E+00
.1252E+04 .3867E+00 .2371E-01 .2166E+00 .3352E+00 .9636E-01 .4316E+00
.1253E+04 .3831E+00 .2346E-01 .2145E+00 .3320E+00 .9542E-01 .4274E+00
.1254E+04 .3786E+00 .2316E-01 .2120E+00 .3282E+00 .9428E-01 .4225E+00
.1255E+04 .3864E+00 .2358E-01 .2163E+00 .3349E+00 .9614E-01 .4311E+00
.1256E+04 .3757E+00 .2291E-01 .2103E+00 .3257E+00 .9346E-01 .4191E+00
.1257E+04 .3712E+00 .2261E-01 .2078E+00 .3218E+00 .9231E-01 .4141E+00
.1258E+04 .3809E+00 .2314E-01 .2131E+00 .3302E+00 .9464E-01 .4248E+00
.1259E+04 .3631E+00 .2206E-01 .2031E+00 .3147E+00 .9022E-01 .4049E+00
.1260E+04 .3667E+00 .2224E-01 .2051E+00 .3178E+00 .9106E-01 .4089E+00
.1261E+04 .3463E+00 .2103E-01 .1937E+00 .3002E+00 .8601E-01 .3862E+00
.1262E+04 .3313E+00 .2011E-01 .1853E+00 .2871E+00 .8225E-01 .3694E+00
.1263E+04 .3349E+00 .2029E-01 .1873E+00 .2902E+00 .8307E-01 .3733E+00
.1264E+04 .3064E+00 .1861E-01 .1714E+00 .2656E+00 .7606E-01 .3416E+00
.1265E+04 .3315E+00 .2002E-01 .1853E+00 .2873E+00 .8209E-01 .3694E+00
.1266E+04 .3201E+00 .1935E-01 .1790E+00 .2775E+00 .7928E-01 .3568E+00
.1267E+04 .3243E+00 .1953E-01 .1812E+00 .2811E+00 .8019E-01 .3613E+00
.1268E+04 .3067E+00 .1849E-01 .1714E+00 .2658E+00 .7585E-01 .3417E+00
.1269E+04 .1844E+00 .1147E-01 .1034E+00 .1598E+00 .4611E-01 .2059E+00
.1270E+04 .3232E+00 .1938E-01 .1805E+00 .2801E+00 .7972E-01 .3598E+00
.1271E+04 .3443E+00 .2054E-01 .1922E+00 .2984E+00 .8476E-01 .3832E+00
.1272E+04 .3453E+00 .2057E-01 .1928E+00 .2993E+00 .8494E-01 .3843E+00
.1273E+04 .3428E+00 .2039E-01 .1914E+00 .2972E+00 .8426E-01 .3814E+00
.1274E+04 .3432E+00 .2037E-01 .1915E+00 .2974E+00 .8426E-01 .3817E+00
.1275E+04 .3494E+00 .2069E-01 .1950E+00 .3029E+00 .8571E-01 .3886E+00
.1276E+04 .3539E+00 .2091E-01 .1974E+00 .3068E+00 .8672E-01 .3935E+00
.1277E+04 .3569E+00 .2104E-01 .1990E+00 .3094E+00 .8735E-01 .3967E+00
.1278E+04 .3658E+00 .2151E-01 .2039E+00 .3170E+00 .8942E-01 .4065E+00
.1279E+04 .3623E+00 .2127E-01 .2020E+00 .3140E+00 .8850E-01 .4025E+00
.1280E+04 .3603E+00 .2111E-01 .2008E+00 .3123E+00 .8793E-01 .4002E+00
.1281E+04 .3536E+00 .2068E-01 .1970E+00 .3065E+00 .8617E-01 .3927E+00
.1282E+04 .3209E+00 .1871E-01 .1788E+00 .2782E+00 .7807E-01 .3562E+00
.1283E+04 .3501E+00 .2038E-01 .1950E+00 .3035E+00 .8507E-01 .3885E+00
.1284E+04 .3609E+00 .2098E-01 .2010E+00 .3128E+00 .8758E-01 .4004E+00
.1285E+04 .3642E+00 .2113E-01 .2028E+00 .3157E+00 .8826E-01 .4039E+00
.1286E+04 .3677E+00 .2129E-01 .2047E+00 .3187E+00 .8898E-01 .4077E+00
.1287E+04 .3616E+00 .2091E-01 .2012E+00 .3134E+00 .8740E-01 .4008E+00
.1288E+04 .3600E+00 .2078E-01 .2003E+00 .3120E+00 .8690E-01 .3989E+00
.1289E+04 .3471E+00 .2004E-01 .1931E+00 .3009E+00 .8373E-01 .3846E+00
.1290E+04 .3542E+00 .2037E-01 .1970E+00 .3070E+00 .8528E-01 .3923E+00
.1291E+04 .3594E+00 .2063E-01 .1999E+00 .3115E+00 .8640E-01 .3979E+00
.1292E+04 .3330E+00 .1914E-01 .1852E+00 .2886E+00 .8003E-01 .3686E+00
.1293E+04 .3530E+00 .2020E-01 .1963E+00 .3060E+00 .8466E-01 .3907E+00
.1294E+04 .3454E+00 .1973E-01 .1920E+00 .2993E+00 .8272E-01 .3821E+00
.1295E+04 .3441E+00 .1966E-01 .1913E+00 .2983E+00 .8236E-01 .3806E+00
.1296E+04 .3259E+00 .1862E-01 .1811E+00 .2825E+00 .7795E-01 .3604E+00
.1297E+04 .3073E+00 .1754E-01 .1708E+00 .2663E+00 .7341E-01 .3397E+00
.1298E+04 .3323E+00 .1888E-01 .1846E+00 .2880E+00 .7921E-01 .3673E+00
.1299E+04 .3507E+00 .1985E-01 .1947E+00 .3040E+00 .8343E-01 .3874E+00
.1300E+04 .2896E+00 .1642E-01 .1608E+00 .2510E+00 .6888E-01 .3199E+00
.1301E+04 .3006E+00 .1701E-01 .1669E+00 .2606E+00 .7133E-01 .3319E+00
.1302E+04 .3322E+00 .1874E-01 .1844E+00 .2879E+00 .7861E-01 .3665E+00
.1303E+04 .2866E+00 .1614E-01 .1591E+00 .2484E+00 .6766E-01 .3161E+00
.1304E+04 .2367E+00 .1339E-01 .1314E+00 .2051E+00 .5587E-01 .2610E+00
.1305E+04 .3254E+00 .1824E-01 .1805E+00 .2821E+00 .7643E-01 .3585E+00
.1306E+04 .3255E+00 .1823E-01 .1806E+00 .2821E+00 .7630E-01 .3584E+00
.1307E+04 .2456E+00 .1375E-01 .1362E+00 .2128E+00 .5746E-01 .2703E+00
.1308E+04 .2902E+00 .1614E-01 .1609E+00 .2515E+00 .6762E-01 .3192E+00
.1309E+04 .3239E+00 .1806E-01 .1796E+00 .2807E+00 .7541E-01 .3561E+00
.1310E+04 .2431E+00 .1354E-01 .1348E+00 .2107E+00 .5647E-01 .2672E+00
.1311E+04 .2764E+00 .1531E-01 .1532E+00 .2396E+00 .6398E-01 .3036E+00
.1312E+04 .2731E+00 .1513E-01 .1513E+00 .2367E+00 .6311E-01 .2998E+00
.1313E+04 .2556E+00 .1416E-01 .1416E+00 .2215E+00 .5896E-01 .2805E+00
.1314E+04 .2327E+00 .1285E-01 .1289E+00 .2017E+00 .5353E-01 .2553E+00
.1315E+04 .2249E+00 .1248E-01 .1246E+00 .1949E+00 .5172E-01 .2466E+00
.1316E+04 .2666E+00 .1468E-01 .1476E+00 .2311E+00 .6104E-01 .2921E+00
.1317E+04 .2568E+00 .1408E-01 .1421E+00 .2226E+00 .5860E-01 .2812E+00
.1318E+04 .2782E+00 .1521E-01 .1540E+00 .2411E+00 .6332E-01 .3044E+00
.1319E+04 .2102E+00 .1157E-01 .1164E+00 .1822E+00 .4786E-01 .2300E+00
.1320E+04 .2070E+00 .1129E-01 .1145E+00 .1794E+00 .4690E-01 .2263E+00
.1321E+04 .2427E+00 .1324E-01 .1343E+00 .2103E+00 .5484E-01 .2652E+00
.1322E+04 .2432E+00 .1330E-01 .1346E+00 .2108E+00 .5486E-01 .2657E+00
.1323E+04 .1768E+00 .9715E-02 .9788E-01 .1532E+00 .3984E-01 .1931E+00
.1324E+04 .2067E+00 .1125E-01 .1143E+00 .1792E+00 .4630E-01 .2255E+00
.1325E+04 .2656E+00 .1437E-01 .1468E+00 .2302E+00 .5920E-01 .2894E+00
.1326E+04 .2241E+00 .1213E-01 .1239E+00 .1942E+00 .4982E-01 .2440E+00
.1327E+04 .2115E+00 .1143E-01 .1169E+00 .1833E+00 .4686E-01 .2301E+00
.1328E+04 .1823E+00 .9837E-02 .1007E+00 .1580E+00 .4025E-01 .1982E+00
.1329E+04 .1307E+00 .7140E-02 .7232E-01 .1133E+00 .2891E-01 .1422E+00
.1330E+04 .1707E+00 .9326E-02 .9446E-01 .1480E+00 .3766E-01 .1856E+00
.1331E+04 .9850E-01 .5472E-02 .5460E-01 .8538E-01 .2180E-01 .1072E+00
.1332E+04 .1030E+00 .5642E-02 .5700E-01 .8926E-01 .2261E-01 .1119E+00
.1333E+04 .1449E+00 .7987E-02 .8026E-01 .1256E+00 .3181E-01 .1574E+00
.1334E+04 .1274E+00 .6817E-02 .7033E-01 .1104E+00 .2758E-01 .1380E+00
.1335E+04 .1769E+00 .9514E-02 .9774E-01 .1533E+00 .3826E-01 .1916E+00
.1336E+04 .1366E+00 .7368E-02 .7548E-01 .1184E+00 .2949E-01 .1479E+00
.1337E+04 .1170E+00 .6324E-02 .6468E-01 .1014E+00 .2521E-01 .1266E+00
.1338E+04 .1267E+00 .6869E-02 .7006E-01 .1098E+00 .2726E-01 .1371E+00
.1339E+04 .1283E+00 .6910E-02 .7091E-01 .1112E+00 .2746E-01 .1387E+00
.1340E+04 .1243E+00 .6608E-02 .6861E-01 .1078E+00 .2640E-01 .1341E+00
.1341E+04 .1188E+00 .6449E-02 .6572E-01 .1030E+00 .2537E-01 .1284E+00
.1342E+04 .1247E+00 .6754E-02 .6894E-01 .1081E+00 .2653E-01 .1346E+00
.1343E+04 .7559E-01 .4299E-02 .4200E-01 .6552E-01 .1634E-01 .8186E-01
.1344E+04 .4837E-01 .2670E-02 .2679E-01 .4192E-01 .1031E-01 .5224E-01
.1345E+04 .6818E-01 .3805E-02 .3781E-01 .5910E-01 .1456E-01 .7366E-01
.1346E+04 .2941E-01 .1775E-02 .1644E-01 .2550E-01 .6462E-02 .3196E-01
.1347E+04 .2938E-01 .1803E-02 .1646E-01 .2547E-01 .6483E-02 .3195E-01
.1348E+04 .1521E-02 .1131E-03 .8714E-03 .1318E-02 .3634E-03 .1681E-02
.1349E+04 .5715E-02 .4036E-03 .3254E-02 .4954E-02 .1332E-02 .6286E-02
.1350E+04 .6698E-02 .4503E-03 .3791E-02 .5805E-02 .1524E-02 .7330E-02
.1351E+04 .1221E-02 .1002E-03 .7091E-03 .1058E-02 .3035E-03 .1362E-02
.1352E+04 .2615E-03 .2727E-04 .1577E-03 .2267E-03 .7329E-04 .2999E-03
.1353E+04 .1154E-04 .1495E-05 .7249E-05 .1000E-04 .3649E-05 .1365E-04
.1354E+04 .4695E-04 .5164E-05 .2858E-04 .4069E-04 .1349E-04 .5419E-04
.1355E+04 .2198E-06 .4025E-07 .1499E-06 .1905E-06 .8631E-07 .2769E-06
.1356E+04 .7042E-05 .9001E-06 .4412E-05 .6103E-05 .2197E-05 .8301E-05
.1357E+04 .9390E-05 .1208E-05 .5891E-05 .8139E-05 .2936E-05 .1107E-04
.1358E+04 .2883E-06 .5107E-07 .1949E-06 .2499E-06 .1102E-06 .3601E-06
.1359E+04 .2329E-07 .6147E-08 .1776E-07 .2019E-07 .1180E-07 .3199E-07
.1360E+04 .1174E-06 .2376E-07 .8230E-07 .1017E-06 .4899E-07 .1507E-06
.1361E+04 .5345E-10 .2472E-10 .5138E-10 .4633E-10 .4228E-10 .8860E-10
.1362E+04 .1058E-12 .6797E-13 .1207E-12 .9168E-13 .1109E-12 .2026E-12
.1363E+04 .1162E-06 .2777E-07 .8574E-07 .1008E-06 .5414E-07 .1549E-06
.1364E+04 .4860E-07 .1148E-07 .3572E-07 .4213E-07 .2238E-07 .6451E-07
.1365E+04 .4002E-13 .3847E-13 .5843E-13 .3469E-13 .5998E-13 .9467E-13
.1366E+04 .7294E-06 .1514E-06 .5151E-06 .6322E-06 .3039E-06 .9361E-06
.1367E+04 .3260E-06 .6155E-07 .2241E-06 .2826E-06 .1266E-06 .4092E-06
.1368E+04 .1098E-15 .2613E-15 .3161E-15 .9514E-16 .3863E-15 .4814E-15
.1369E+04 .2910E-07 .6588E-08 .2110E-07 .2522E-07 .1279E-07 .3801E-07
.1370E+04 .1004E-07 .2733E-08 .7740E-08 .8701E-08 .5053E-08 .1375E-07
.1371E+04 .4887E-09 .1605E-09 .4043E-09 .4236E-09 .2844E-09 .7080E-09
.1372E+04 .2259E-06 .4119E-07 .1538E-06 .1958E-06 .8416E-07 .2800E-06
.1373E+04 .4081E-05 .5973E-06 .2632E-05 .3537E-05 .1307E-05 .4844E-05
.1374E+04 .2261E-04 .2770E-05 .1405E-04 .1960E-04 .6446E-05 .2604E-04
.1375E+04 .4222E-04 .5263E-05 .2632E-04 .3659E-04 .1211E-04 .4871E-04
.1376E+04 .5035E-04 .5220E-05 .3033E-04 .4364E-04 .1289E-04 .5653E-04
.1377E+04 .2377E-04 .2539E-05 .1439E-04 .2060E-04 .6163E-05 .2676E-04
.1378E+04 .1787E-03 .1854E-04 .1077E-03 .1549E-03 .4535E-04 .2002E-03
.1379E+04 .9520E-05 .1022E-05 .5769E-05 .8252E-05 .2453E-05 .1070E-04
.1380E+04 .1003E-04 .1230E-05 .6233E-05 .8696E-05 .2789E-05 .1148E-04
.1381E+04 .2916E-06 .3855E-07 .1840E-06 .2527E-06 .8443E-07 .3372E-06
.1382E+04 .1568E-06 .3022E-07 .1084E-06 .1359E-06 .5840E-07 .1943E-06
.1383E+04 .1857E-08 .4119E-09 .1338E-08 .1610E-08 .7633E-09 .2373E-08
.1384E+04 .2490E-07 .6046E-08 .1846E-07 .2158E-07 .1091E-07 .3249E-07
.1385E+04 .1457E-06 .2354E-07 .9620E-07 .1263E-06 .4702E-07 .1733E-06
.1386E+04 .1044E-06 .2299E-07 .7508E-07 .9053E-07 .4200E-07 .1325E-06
.1387E+04 .1058E-04 .1566E-05 .6841E-05 .9169E-05 .3172E-05 .1234E-04
.1388E+04 .4411E-06 .5798E-07 .2780E-06 .3823E-06 .1213E-06 .5036E-06
.1389E+04 .8257E-04 .9149E-05 .5033E-04 .7157E-04 .2018E-04 .9175E-04
.1390E+04 .7182E-04 .8022E-05 .4384E-04 .6225E-04 .1751E-04 .7976E-04
.1391E+04 .4411E-04 .5083E-05 .2708E-04 .3824E-04 .1089E-04 .4912E-04
.1392E+04 .4094E-05 .4740E-06 .2516E-05 .3548E-05 .1006E-05 .4554E-05
.1393E+04 .2213E-04 .2345E-05 .1338E-04 .1918E-04 .5097E-05 .2428E-04
.1394E+04 .6076E-05 .8997E-06 .3930E-05 .5266E-05 .1738E-05 .7004E-05
.1395E+04 .4157E-07 .7306E-08 .2804E-07 .3603E-07 .1338E-07 .4940E-07
.1396E+04 .9803E-10 .3801E-10 .8689E-10 .8497E-10 .5964E-10 .1446E-09
.1397E+04 .9813E-05 .1091E-05 .5985E-05 .8505E-05 .2256E-05 .1076E-04
.1398E+04 .1567E-03 .1667E-04 .9483E-04 .1358E-03 .3471E-04 .1705E-03
.1399E+04 .1257E-03 .1288E-04 .7558E-04 .1090E-03 .2695E-04 .1359E-03
.1400E+04 .3655E-10 .1745E-10 .3568E-10 .3168E-10 .2628E-10 .5796E-10
.1401E+04 .1742E-09 .6249E-10 .1494E-09 .1510E-09 .9701E-10 .2480E-09
.1402E+04 .5270E-03 .4071E-04 .3036E-03 .4568E-03 .9284E-04 .5497E-03
.1403E+04 .5704E-03 .4675E-04 .3312E-03 .4944E-03 .1034E-03 .5979E-03
.1404E+04 .1705E-03 .1435E-04 .9940E-04 .1478E-03 .3122E-04 .1791E-03
.1405E+04 .3554E-07 .6638E-08 .2436E-07 .3080E-07 .1136E-07 .4216E-07
.1406E+04 .2837E-03 .2707E-04 .1686E-03 .2459E-03 .5558E-04 .3015E-03
.1407E+04 .4454E-04 .3688E-05 .2590E-04 .3861E-04 .7922E-05 .4653E-04
.1408E+04 .3122E-03 .2823E-04 .1839E-03 .2706E-03 .5834E-04 .3289E-03
.1409E+04 .8159E-04 .8615E-05 .4931E-04 .7072E-04 .1680E-04 .8753E-04
.1410E+04 .9798E-04 .8933E-05 .5779E-04 .8492E-04 .1818E-04 .1031E-03
.1411E+04 .5244E-03 .4198E-04 .3035E-03 .4545E-03 .8893E-04 .5435E-03
.1412E+04 .7172E-03 .5375E-04 .4114E-03 .6216E-03 .1159E-03 .7376E-03
.1413E+04 .6121E-02 .4016E-03 .3454E-02 .5305E-02 .9067E-03 .6212E-02
.1414E+04 .7452E-04 .6664E-05 .4383E-04 .6459E-04 .1331E-04 .7790E-04
.1415E+04 .3466E-04 .3289E-05 .2057E-04 .3004E-04 .6399E-05 .3644E-04
.1416E+04 .1618E-01 .8984E-03 .8966E-02 .1402E-01 .2126E-02 .1615E-01
.1417E+04 .3848E-02 .2400E-03 .2159E-02 .3336E-02 .5363E-03 .3872E-02
.1418E+04 .5121E-02 .3255E-03 .2880E-02 .4439E-02 .7160E-03 .5155E-02
.1419E+04 .8205E-03 .5321E-04 .4624E-03 .7111E-03 .1152E-03 .8263E-03
.1420E+04 .3251E-02 .2060E-03 .1827E-02 .2818E-02 .4465E-03 .3264E-02
.1421E+04 .3315E-02 .2078E-03 .1861E-02 .2873E-02 .4511E-03 .3324E-02
.1422E+04 .2240E-01 .1225E-02 .1239E-01 .1941E-01 .2806E-02 .2222E-01
.1423E+04 .4218E-02 .2350E-03 .2339E-02 .3656E-02 .5327E-03 .4189E-02
.1424E+04 .8407E-02 .4568E-03 .4650E-02 .7287E-02 .1044E-02 .8331E-02
.1425E+04 .1175E-01 .6595E-03 .6519E-02 .1018E-01 .1483E-02 .1167E-01
.1426E+04 .1428E-01 .7573E-03 .7880E-02 .1238E-01 .1739E-02 .1412E-01
.1427E+04 .3043E-01 .1522E-02 .1670E-01 .2638E-01 .3577E-02 .2995E-01
.1428E+04 .1444E-02 .9756E-04 .8178E-03 .1252E-02 .2024E-03 .1454E-02
.1429E+04 .1932E-01 .1011E-02 .1064E-01 .1674E-01 .2317E-02 .1906E-01
.1430E+04 .3839E-01 .1880E-02 .2103E-01 .3328E-01 .4422E-02 .3770E-01
.1431E+04 .3030E-01 .1531E-02 .1664E-01 .2626E-01 .3542E-02 .2981E-01
.1432E+04 .7468E-03 .5344E-04 .4259E-03 .6473E-03 .1076E-03 .7549E-03
.1433E+04 .2016E-01 .1030E-02 .1109E-01 .1748E-01 .2358E-02 .1983E-01
.1434E+04 .1190E-01 .6070E-03 .6543E-02 .1032E-01 .1387E-02 .1170E-01
.1435E+04 .9194E-02 .5245E-03 .5110E-02 .7969E-02 .1141E-02 .9110E-02
.1436E+04 .2129E-01 .1116E-02 .1174E-01 .1846E-01 .2508E-02 .2096E-01
.1437E+04 .1444E-01 .7606E-03 .7964E-02 .1252E-01 .1701E-02 .1422E-01
.1438E+04 .6574E-02 .3623E-03 .3641E-02 .5698E-02 .7930E-03 .6491E-02
.1439E+04 .2658E-01 .1379E-02 .1463E-01 .2304E-01 .3085E-02 .2612E-01
.1440E+04 .2124E-01 .1085E-02 .1168E-01 .1841E-01 .2437E-02 .2084E-01
.1441E+04 .1624E-01 .8648E-03 .8966E-02 .1408E-01 .1908E-02 .1599E-01
.1442E+04 .1881E-01 .9993E-03 .1038E-01 .1631E-01 .2206E-02 .1851E-01
.1443E+04 .2648E-01 .1321E-02 .1453E-01 .2295E-01 .2992E-02 .2594E-01
.1444E+04 .3549E-01 .1736E-02 .1944E-01 .3076E-01 .3963E-02 .3473E-01
.1445E+04 .2611E-01 .1334E-02 .1435E-01 .2263E-01 .2989E-02 .2562E-01
.1446E+04 .1246E-01 .6517E-03 .6866E-02 .1080E-01 .1445E-02 .1225E-01
.1447E+04 .1877E-01 .9686E-03 .1033E-01 .1627E-01 .2158E-02 .1842E-01
.1448E+04 .7773E-01 .3552E-02 .4232E-01 .6738E-01 .8337E-02 .7571E-01
.1449E+04 .6607E-01 .3062E-02 .3601E-01 .5727E-01 .7137E-02 .6440E-01
.1450E+04 .1560E-01 .7877E-03 .8569E-02 .1352E-01 .1769E-02 .1529E-01
.1451E+04 .6223E-02 .3255E-03 .3429E-02 .5394E-02 .7199E-03 .6114E-02
.1452E+04 .3893E-01 .1852E-02 .2127E-01 .3374E-01 .4261E-02 .3800E-01
.1453E+04 .5234E-01 .2458E-02 .2856E-01 .4537E-01 .5685E-02 .5105E-01
.1454E+04 .9773E-01 .4331E-02 .5307E-01 .8471E-01 .1027E-01 .9498E-01
.1455E+04 .4409E-01 .2029E-02 .2402E-01 .3822E-01 .4729E-02 .4295E-01
.1456E+04 .5563E-01 .2599E-02 .3034E-01 .4822E-01 .6015E-02 .5423E-01
.1457E+04 .7936E-01 .3569E-02 .4315E-01 .6879E-01 .8396E-02 .7718E-01
.1458E+04 .1007E+00 .4369E-02 .5457E-01 .8725E-01 .1044E-01 .9769E-01
.1459E+04 .1185E+00 .5168E-02 .6426E-01 .1027E+00 .1231E-01 .1150E+00
.1460E+04 .6037E-01 .2680E-02 .3279E-01 .5233E-01 .6331E-02 .5866E-01
.1461E+04 .5913E-01 .2705E-02 .3219E-01 .5125E-01 .6316E-02 .5757E-01
.1462E+04 .9030E-01 .4000E-02 .4903E-01 .7827E-01 .9495E-02 .8776E-01
.1463E+04 .2789E-01 .1292E-02 .1520E-01 .2417E-01 .3012E-02 .2719E-01
.1464E+04 .1129E+00 .4866E-02 .6117E-01 .9787E-01 .1174E-01 .1096E+00
.1465E+04 .6863E-01 .2963E-02 .3719E-01 .5949E-01 .7158E-02 .6664E-01
.1466E+04 .3978E-01 .1864E-02 .2170E-01 .3448E-01 .4348E-02 .3883E-01
.1467E+04 .2054E-01 .1008E-02 .1125E-01 .1781E-01 .2309E-02 .2011E-01
.1468E+04 .4947E-01 .2267E-02 .2694E-01 .4288E-01 .5362E-02 .4824E-01
.1469E+04 .6245E-01 .2802E-02 .3395E-01 .5413E-01 .6703E-02 .6083E-01
.1470E+04 .2939E-01 .1431E-02 .1609E-01 .2547E-01 .3307E-02 .2878E-01
.1471E+04 .1043E-01 .5139E-03 .5715E-02 .9040E-02 .1184E-02 .1022E-01
.1472E+04 .2665E-01 .1304E-02 .1459E-01 .2310E-01 .3019E-02 .2612E-01
.1473E+04 .4364E-01 .2013E-02 .2378E-01 .3782E-01 .4792E-02 .4262E-01
.1474E+04 .6819E-01 .2977E-02 .3698E-01 .5910E-01 .7281E-02 .6638E-01
.1475E+04 .1404E+00 .5924E-02 .7596E-01 .1217E+00 .1475E-01 .1365E+00
.1476E+04 .4418E-01 .1987E-02 .2402E-01 .3829E-01 .4812E-02 .4310E-01
.1477E+04 .4349E-01 .1986E-02 .2367E-01 .3769E-01 .4785E-02 .4248E-01
.1478E+04 .4413E-01 .1932E-02 .2394E-01 .3825E-01 .4756E-02 .4300E-01
.1479E+04 .8529E-01 .3660E-02 .4619E-01 .7393E-01 .9111E-02 .8304E-01
.1480E+04 .3864E-01 .1753E-02 .2103E-01 .3350E-01 .4261E-02 .3776E-01
.1481E+04 .8189E-01 .3532E-02 .4437E-01 .7098E-01 .8820E-02 .7980E-01
.1482E+04 .3882E-01 .1709E-02 .2107E-01 .3365E-01 .4241E-02 .3789E-01
.1483E+04 .1076E+00 .4571E-02 .5824E-01 .9328E-01 .1158E-01 .1049E+00
.1484E+04 .1025E+00 .4281E-02 .5541E-01 .8887E-01 .1097E-01 .9984E-01
.1485E+04 .9016E-01 .3808E-02 .4877E-01 .7815E-01 .9738E-02 .8788E-01
.1486E+04 .8710E-01 .3723E-02 .4716E-01 .7549E-01 .9499E-02 .8499E-01
.1487E+04 .3707E-01 .1677E-02 .2017E-01 .3213E-01 .4178E-02 .3631E-01
.1488E+04 .6614E-01 .2815E-02 .3580E-01 .5733E-01 .7246E-02 .6457E-01
.1489E+04 .1470E+00 .6047E-02 .7937E-01 .1274E+00 .1589E-01 .1433E+00
.1490E+04 .1358E+00 .5540E-02 .7326E-01 .1177E+00 .1466E-01 .1324E+00
.1491E+04 .1590E+00 .6412E-02 .8573E-01 .1379E+00 .1713E-01 .1550E+00
.1492E+04 .1220E+00 .5073E-02 .6594E-01 .1058E+00 .1339E-01 .1192E+00
.1493E+04 .1397E+00 .5729E-02 .7539E-01 .1211E+00 .1528E-01 .1364E+00
.1494E+04 .1615E+00 .6511E-02 .8705E-01 .1400E+00 .1758E-01 .1576E+00
.1495E+04 .1450E+00 .5860E-02 .7819E-01 .1257E+00 .1585E-01 .1416E+00
.1496E+04 .1321E+00 .5358E-02 .7126E-01 .1145E+00 .1452E-01 .1291E+00
.1497E+04 .1926E+00 .7590E-02 .1037E+00 .1670E+00 .2095E-01 .1879E+00
.1498E+04 .1521E+00 .6082E-02 .8192E-01 .1318E+00 .1671E-01 .1485E+00
.1499E+04 .1781E+00 .7085E-02 .9590E-01 .1544E+00 .1959E-01 .1739E+00
.1500E+04 .2143E+00 .8398E-02 .1153E+00 .1857E+00 .2348E-01 .2092E+00
.1501E+04 .2253E+00 .8851E-02 .1212E+00 .1953E+00 .2481E-01 .2201E+00
.1502E+04 .1961E+00 .7697E-02 .1055E+00 .1700E+00 .2168E-01 .1917E+00
.1503E+04 .1501E+00 .5971E-02 .8082E-01 .1301E+00 .1677E-01 .1469E+00
.1504E+04 .1258E+00 .5058E-02 .6778E-01 .1090E+00 .1418E-01 .1232E+00
.1505E+04 .1481E+00 .5880E-02 .7972E-01 .1283E+00 .1666E-01 .1450E+00
.1506E+04 .2232E+00 .8680E-02 .1200E+00 .1935E+00 .2497E-01 .2184E+00
.1507E+04 .2172E+00 .8469E-02 .1168E+00 .1883E+00 .2443E-01 .2127E+00
.1508E+04 .2082E+00 .8098E-02 .1119E+00 .1804E+00 .2348E-01 .2039E+00
.1509E+04 .1502E+00 .5949E-02 .8084E-01 .1302E+00 .1715E-01 .1473E+00
.1510E+04 .2361E+00 .9131E-02 .1269E+00 .2046E+00 .2678E-01 .2314E+00
.1511E+04 .2273E+00 .8828E-02 .1222E+00 .1970E+00 .2593E-01 .2230E+00
.1512E+04 .2266E+00 .8751E-02 .1217E+00 .1964E+00 .2589E-01 .2223E+00
.1513E+04 .2030E+00 .7926E-02 .1092E+00 .1760E+00 .2340E-01 .1994E+00
.1514E+04 .1863E+00 .7298E-02 .1002E+00 .1615E+00 .2159E-01 .1831E+00
.1515E+04 .2324E+00 .8943E-02 .1248E+00 .2014E+00 .2683E-01 .2283E+00
.1516E+04 .2227E+00 .8580E-02 .1197E+00 .1931E+00 .2582E-01 .2189E+00
.1517E+04 .2138E+00 .8269E-02 .1149E+00 .1853E+00 .2493E-01 .2102E+00
.1518E+04 .2165E+00 .8351E-02 .1163E+00 .1876E+00 .2531E-01 .2129E+00
.1519E+04 .2072E+00 .8021E-02 .1114E+00 .1796E+00 .2436E-01 .2040E+00
.1520E+04 .2289E+00 .8806E-02 .1229E+00 .1984E+00 .2694E-01 .2253E+00
.1521E+04 .2453E+00 .9342E-02 .1317E+00 .2126E+00 .2885E-01 .2414E+00
.1522E+04 .2305E+00 .8828E-02 .1238E+00 .1998E+00 .2728E-01 .2271E+00
.1523E+04 .2502E+00 .9510E-02 .1343E+00 .2169E+00 .2962E-01 .2465E+00
.1524E+04 .2434E+00 .9282E-02 .1306E+00 .2109E+00 .2896E-01 .2399E+00
.1525E+04 .2248E+00 .8607E-02 .1207E+00 .1949E+00 .2689E-01 .2218E+00
