Wavelength Global Beam Diffuse Ground
.1354E+04 .2877E-03 .2810E-03 .1830E-05 .5191E+00
.1355E+04 .3565E-05 .3493E-05 .1346E-07 .5186E+00
.1356E+04 .4762E-04 .4658E-04 .2516E-06 .5182E+00
.1357E+04 .7112E-04 .6956E-04 .3785E-06 .5175E+00
.1358E+04 .4150E-05 .4067E-05 .1594E-07 .5165E+00
.1359E+04 .7259E-06 .7126E-06 .1860E-08 .5156E+00
.1360E+04 .2117E-05 .2076E-05 .7039E-08 .5152E+00
.1361E+04 .4755E-08 .4676E-08 .6103E-11 .5147E+00
.1362E+04 .1786E-10 .1757E-10 .1344E-13 .5139E+00
.1363E+04 .3121E-05 .3063E-05 .9293E-08 .5131E+00
.1364E+04 .1344E-05 .1319E-05 .3848E-08 .5122E+00
.1365E+04 .8968E-11 .8831E-11 .2715E-14 .5121E+00
.1366E+04 .1265E-04 .1241E-04 .4187E-07 .5122E+00
.1367E+04 .4923E-05 .4829E-05 .1718E-07 .5119E+00
.1368E+04 .1462E-12 .1440E-12 .6516E-17 .5113E+00
.1369E+04 .5109E-06 .5016E-06 .1411E-08 .5109E+00
.1370E+04 .2886E-06 .2836E-06 .6679E-09 .5100E+00
.1371E+04 .1950E-07 .1917E-07 .3547E-10 .5091E+00
.1372E+04 .2721E-05 .2669E-05 .9398E-08 .5082E+00
.1373E+04 .4397E-04 .4308E-04 .1997E-06 .5074E+00
.1374E+04 .1776E-03 .1738E-03 .9647E-06 .5065E+00
.1375E+04 .3205E-03 .3137E-03 .1745E-05 .5060E+00
.1376E+04 .2554E-03 .2497E-03 .1583E-05 .5055E+00
.1377E+04 .1217E-03 .1190E-03 .7212E-06 .5047E+00
.1378E+04 .1100E-02 .1076E-02 .7191E-05 .5034E+00
.1379E+04 .5173E-04 .5062E-04 .3022E-06 .5021E+00
.1380E+04 .8087E-04 .7919E-04 .4266E-06 .5014E+00
.1381E+04 .2350E-05 .2303E-05 .1095E-07 .5008E+00
.1382E+04 .2540E-05 .2494E-05 .8242E-08 .5001E+00
.1383E+04 .4354E-07 .4278E-07 .1187E-09 .4992E+00
.1384E+04 .6101E-06 .5996E-06 .1537E-08 .4984E+00
.1385E+04 .2069E-05 .2030E-05 .8019E-08 .4972E+00
.1386E+04 .2494E-05 .2451E-05 .7164E-08 .4957E+00
.1387E+04 .1972E-03 .1933E-03 .9543E-06 .4943E+00
.1388E+04 .3989E-05 .3912E-05 .1860E-07 .4925E+00
.1389E+04 .5763E-03 .5643E-03 .3372E-05 .4908E+00
.1390E+04 .4893E-03 .4791E-03 .2857E-05 .4901E+00
.1391E+04 .3410E-03 .3340E-03 .1903E-05 .4901E+00
.1392E+04 .2358E-04 .2311E-04 .1215E-06 .4899E+00
.1393E+04 .1149E-03 .1126E-03 .6552E-06 .4881E+00
.1394E+04 .7482E-04 .7342E-04 .3231E-06 .4863E+00
.1395E+04 .6646E-06 .6530E-06 .2267E-08 .4849E+00
.1396E+04 .6250E-08 .6158E-08 .8644E-11 .4839E+00
.1397E+04 .4864E-04 .4769E-04 .2562E-06 .4831E+00
.1398E+04 .1261E-02 .1235E-02 .7885E-05 .4822E+00
.1399E+04 .8062E-03 .7895E-03 .5022E-05 .4812E+00
.1400E+04 .3210E-08 .3165E-08 .3312E-11 .4801E+00
.1401E+04 .1041E-07 .1026E-07 .1576E-10 .4793E+00
.1402E+04 .1825E-02 .1784E-02 .1427E-04 .4786E+00
.1403E+04 .2366E-02 .2313E-02 .1780E-04 .4769E+00
.1404E+04 .7343E-03 .7184E-03 .5358E-05 .4751E+00
.1405E+04 .3607E-06 .3549E-06 .1047E-08 .4734E+00
.1406E+04 .2031E-02 .1989E-02 .1393E-04 .4726E+00
.1407E+04 .1734E-03 .1698E-03 .1213E-05 .4716E+00
.1408E+04 .1639E-02 .1604E-02 .1130E-04 .4704E+00
.1409E+04 .6146E-03 .6025E-03 .3688E-05 .4691E+00
.1410E+04 .4633E-03 .4540E-03 .2990E-05 .4678E+00
.1411E+04 .2102E-02 .2057E-02 .1573E-04 .4674E+00
.1412E+04 .2625E-02 .2568E-02 .2091E-04 .4670E+00
.1413E+04 .2328E-01 .2271E-01 .2327E-03 .4660E+00
.1414E+04 .3613E-03 .3541E-03 .2350E-05 .4645E+00
.1415E+04 .1823E-03 .1788E-03 .1108E-05 .4631E+00
.1416E+04 .3549E-01 .3458E-01 .3963E-03 .4624E+00
.1417E+04 .1172E-01 .1144E-01 .1127E-03 .4614E+00
.1418E+04 .1351E-01 .1319E-01 .1287E-03 .4605E+00
.1419E+04 .2135E-02 .2087E-02 .1913E-04 .4596E+00
.1420E+04 .8241E-02 .8050E-02 .7698E-04 .4587E+00
.1421E+04 .9129E-02 .8918E-02 .8492E-04 .4578E+00
.1422E+04 .4623E-01 .4504E-01 .5207E-03 .4569E+00
.1423E+04 .9196E-02 .8973E-02 .9516E-04 .4559E+00
.1424E+04 .1694E-01 .1652E-01 .1808E-03 .4550E+00
.1425E+04 .2579E-01 .2516E-01 .2725E-03 .4541E+00
.1426E+04 .2774E-01 .2704E-01 .3072E-03 .4536E+00
.1427E+04 .4949E-01 .4820E-01 .5913E-03 .4532E+00
.1428E+04 .4538E-02 .4440E-02 .3838E-04 .4523E+00
.1429E+04 .3796E-01 .3700E-01 .4323E-03 .4510E+00
.1430E+04 .6155E-01 .5993E-01 .7514E-03 .4496E+00
.1431E+04 .5009E-01 .4881E-01 .5856E-03 .4490E+00
.1432E+04 .2507E-02 .2455E-02 .1955E-04 .4484E+00
.1433E+04 .3578E-01 .3488E-01 .4061E-03 .4479E+00
.1434E+04 .2093E-01 .2041E-01 .2324E-03 .4470E+00
.1435E+04 .2136E-01 .2086E-01 .2153E-03 .4461E+00
.1436E+04 .3828E-01 .3734E-01 .4199E-03 .4459E+00
.1437E+04 .2983E-01 .2910E-01 .3249E-03 .4459E+00
.1438E+04 .1323E-01 .1292E-01 .1326E-03 .4457E+00
.1439E+04 .5096E-01 .4969E-01 .5739E-03 .4453E+00
.1440E+04 .3954E-01 .3856E-01 .4430E-03 .4448E+00
.1441E+04 .3173E-01 .3097E-01 .3381E-03 .4443E+00
.1442E+04 .3625E-01 .3537E-01 .3914E-03 .4439E+00
.1443E+04 .4501E-01 .4388E-01 .5167E-03 .4434E+00
.1444E+04 .6173E-01 .6016E-01 .7290E-03 .4430E+00
.1445E+04 .4968E-01 .4845E-01 .5592E-03 .4425E+00
.1446E+04 .2305E-01 .2250E-01 .2457E-03 .4423E+00
.1447E+04 .3615E-01 .3528E-01 .3929E-03 .4424E+00
.1448E+04 .1156E+00 .1126E+00 .1489E-02 .4424E+00
.1449E+04 .1021E+00 .9940E-01 .1280E-02 .4419E+00
.1450E+04 .2737E-01 .2671E-01 .2952E-03 .4413E+00
.1451E+04 .1124E-01 .1099E-01 .1134E-03 .4409E+00
.1452E+04 .6231E-01 .6074E-01 .7373E-03 .4405E+00
.1453E+04 .8192E-01 .7983E-01 .9940E-03 .4401E+00
.1454E+04 .1376E+00 .1339E+00 .1811E-02 .4401E+00
.1455E+04 .6612E-01 .6443E-01 .8024E-03 .4401E+00
.1456E+04 .8844E-01 .8618E-01 .1073E-02 .4401E+00
.1457E+04 .1170E+00 .1139E+00 .1493E-02 .4401E+00
.1458E+04 .1364E+00 .1327E+00 .1809E-02 .4401E+00
.1459E+04 .1630E+00 .1586E+00 .2173E-02 .4401E+00
.1460E+04 .8540E-01 .8318E-01 .1069E-02 .4401E+00
.1461E+04 .9023E-01 .8791E-01 .1105E-02 .4401E+00
.1462E+04 .1306E+00 .1271E+00 .1678E-02 .4401E+00
.1463E+04 .4319E-01 .4212E-01 .4975E-03 .4401E+00
.1464E+04 .1518E+00 .1477E+00 .2011E-02 .4401E+00
.1465E+04 .9339E-01 .9093E-01 .1193E-02 .4401E+00
.1466E+04 .6514E-01 .6352E-01 .7589E-03 .4401E+00
.1467E+04 .3600E-01 .3514E-01 .3869E-03 .4401E+00
.1468E+04 .7689E-01 .7495E-01 .9153E-03 .4401E+00
.1469E+04 .9480E-01 .9237E-01 .1159E-02 .4402E+00
.1470E+04 .4961E-01 .4842E-01 .5451E-03 .4402E+00
.1471E+04 .1782E-01 .1740E-01 .1832E-03 .4405E+00
.1472E+04 .4671E-01 .4558E-01 .5087E-03 .4409E+00
.1473E+04 .7015E-01 .6839E-01 .8186E-03 .4413E+00
.1474E+04 .9732E-01 .9479E-01 .1212E-02 .4413E+00
.1475E+04 .1846E+00 .1796E+00 .2474E-02 .4413E+00
.1476E+04 .6874E-01 .6701E-01 .8123E-03 .4420E+00
.1477E+04 .6969E-01 .6794E-01 .8122E-03 .4429E+00
.1478E+04 .6346E-01 .6184E-01 .7579E-03 .4437E+00
.1479E+04 .1200E+00 .1168E+00 .1518E-02 .4437E+00
.1480E+04 .6060E-01 .5908E-01 .6988E-03 .4436E+00
.1481E+04 .1153E+00 .1122E+00 .1442E-02 .4443E+00
.1482E+04 .5847E-01 .5698E-01 .6863E-03 .4453E+00
.1483E+04 .1486E+00 .1446E+00 .1912E-02 .4460E+00
.1484E+04 .1375E+00 .1338E+00 .1780E-02 .4461E+00
.1485E+04 .1250E+00 .1217E+00 .1582E-02 .4461E+00
.1486E+04 .1234E+00 .1201E+00 .1547E-02 .4473E+00
.1487E+04 .6059E-01 .5906E-01 .6895E-03 .4488E+00
.1488E+04 .9417E-01 .9167E-01 .1167E-02 .4499E+00
.1489E+04 .1897E+00 .1845E+00 .2531E-02 .4503E+00
.1490E+04 .1748E+00 .1700E+00 .2325E-02 .4508E+00
.1491E+04 .1978E+00 .1922E+00 .2684E-02 .4512E+00
.1492E+04 .1644E+00 .1599E+00 .2135E-02 .4516E+00
.1493E+04 .1816E+00 .1765E+00 .2394E-02 .4519E+00
.1494E+04 .2021E+00 .1964E+00 .2723E-02 .4519E+00
.1495E+04 .1825E+00 .1775E+00 .2428E-02 .4519E+00
.1496E+04 .1685E+00 .1639E+00 .2222E-02 .4524E+00
.1497E+04 .2272E+00 .2207E+00 .3145E-02 .4529E+00
.1498E+04 .1897E+00 .1844E+00 .2540E-02 .4534E+00
.1499E+04 .2176E+00 .2114E+00 .2965E-02 .4539E+00
.1500E+04 .2506E+00 .2434E+00 .3492E-02 .4544E+00
.1501E+04 .2645E+00 .2568E+00 .3696E-02 .4544E+00
.1502E+04 .2336E+00 .2269E+00 .3220E-02 .4544E+00
.1503E+04 .1849E+00 .1797E+00 .2481E-02 .4544E+00
.1504E+04 .1603E+00 .1559E+00 .2087E-02 .4544E+00
.1505E+04 .1830E+00 .1779E+00 .2442E-02 .4545E+00
.1506E+04 .2574E+00 .2500E+00 .3601E-02 .4545E+00
.1507E+04 .2540E+00 .2467E+00 .3520E-02 .4545E+00
.1508E+04 .2430E+00 .2361E+00 .3355E-02 .4545E+00
.1509E+04 .1861E+00 .1809E+00 .2457E-02 .4545E+00
.1510E+04 .2703E+00 .2625E+00 .3773E-02 .4545E+00
.1511E+04 .2641E+00 .2566E+00 .3660E-02 .4549E+00
.1512E+04 .2602E+00 .2527E+00 .3614E-02 .4554E+00
.1513E+04 .2412E+00 .2344E+00 .3291E-02 .4556E+00
.1514E+04 .2248E+00 .2184E+00 .3031E-02 .4556E+00
.1515E+04 .2655E+00 .2578E+00 .3686E-02 .4556E+00
.1516E+04 .2563E+00 .2489E+00 .3536E-02 .4556E+00
.1517E+04 .2490E+00 .2419E+00 .3409E-02 .4556E+00
.1518E+04 .2517E+00 .2445E+00 .3443E-02 .4556E+00
.1519E+04 .2436E+00 .2367E+00 .3314E-02 .4557E+00
.1520E+04 .2640E+00 .2565E+00 .3632E-02 .4557E+00
.1521E+04 .2750E+00 .2671E+00 .3834E-02 .4557E+00
.1522E+04 .2634E+00 .2558E+00 .3631E-02 .4557E+00
.1523E+04 .2800E+00 .2719E+00 .3897E-02 .4557E+00
.1524E+04 .2753E+00 .2674E+00 .3807E-02 .4557E+00
.1525E+04 .2583E+00 .2509E+00 .3537E-02 .4557E+00
.1526E+04 .2670E+00 .2594E+00 .3657E-02 .4557E+00
.1527E+04 .2620E+00 .2545E+00 .3582E-02 .4557E+00
.1528E+04 .2792E+00 .2712E+00 .3857E-02 .4557E+00
.1529E+04 .2724E+00 .2646E+00 .3740E-02 .4557E+00
.1530E+04 .2547E+00 .2474E+00 .3484E-02 .4557E+00
.1531E+04 .2694E+00 .2617E+00 .3682E-02 .4553E+00
.1532E+04 .2783E+00 .2704E+00 .3827E-02 .4548E+00
.1533E+04 .2771E+00 .2692E+00 .3807E-02 .4546E+00
.1534E+04 .2689E+00 .2612E+00 .3679E-02 .4546E+00
.1535E+04 .2668E+00 .2592E+00 .3635E-02 .4546E+00
.1536E+04 .2746E+00 .2668E+00 .3750E-02 .4541E+00
.1537E+04 .2733E+00 .2656E+00 .3722E-02 .4536E+00
.1538E+04 .2720E+00 .2643E+00 .3715E-02 .4534E+00
.1539E+04 .2729E+00 .2652E+00 .3711E-02 .4534E+00
.1540E+04 .2649E+00 .2574E+00 .3600E-02 .4535E+00
.1541E+04 .2690E+00 .2614E+00 .3649E-02 .4529E+00
.1542E+04 .2692E+00 .2617E+00 .3641E-02 .4524E+00
.1543E+04 .2720E+00 .2644E+00 .3682E-02 .4521E+00
.1544E+04 .2721E+00 .2644E+00 .3671E-02 .4521E+00
.1545E+04 .2770E+00 .2692E+00 .3745E-02 .4521E+00
.1546E+04 .2748E+00 .2671E+00 .3704E-02 .4527E+00
.1547E+04 .2731E+00 .2654E+00 .3681E-02 .4532E+00
.1548E+04 .2667E+00 .2592E+00 .3592E-02 .4537E+00
.1549E+04 .2734E+00 .2657E+00 .3679E-02 .4541E+00
.1550E+04 .2699E+00 .2623E+00 .3625E-02 .4546E+00
.1551E+04 .2705E+00 .2629E+00 .3628E-02 .4546E+00
.1552E+04 .2718E+00 .2642E+00 .3633E-02 .4547E+00
.1553E+04 .2713E+00 .2637E+00 .3629E-02 .4547E+00
.1554E+04 .2647E+00 .2573E+00 .3533E-02 .4547E+00
.1555E+04 .2676E+00 .2600E+00 .3568E-02 .4547E+00
.1556E+04 .2631E+00 .2557E+00 .3502E-02 .4547E+00
.1557E+04 .2706E+00 .2630E+00 .3598E-02 .4547E+00
.1558E+04 .2684E+00 .2609E+00 .3564E-02 .4549E+00
.1559E+04 .2680E+00 .2605E+00 .3553E-02 .4554E+00
.1560E+04 .2656E+00 .2582E+00 .3517E-02 .4558E+00
.1561E+04 .2700E+00 .2624E+00 .3569E-02 .4563E+00
.1562E+04 .2675E+00 .2600E+00 .3529E-02 .4568E+00
.1563E+04 .2666E+00 .2592E+00 .3514E-02 .4573E+00
.1564E+04 .2626E+00 .2552E+00 .3456E-02 .4577E+00
.1565E+04 .2672E+00 .2597E+00 .3514E-02 .4581E+00
.1566E+04 .2624E+00 .2551E+00 .3444E-02 .4586E+00
.1567E+04 .2630E+00 .2557E+00 .3447E-02 .4591E+00
.1568E+04 .2572E+00 .2500E+00 .3358E-02 .4599E+00
.1569E+04 .2545E+00 .2474E+00 .3304E-02 .4609E+00
.1570E+04 .2417E+00 .2350E+00 .3104E-02 .4620E+00
.1571E+04 .2350E+00 .2285E+00 .2981E-02 .4634E+00
.1572E+04 .2377E+00 .2311E+00 .3018E-02 .4649E+00
.1573E+04 .2340E+00 .2275E+00 .2966E-02 .4656E+00
.1574E+04 .2414E+00 .2346E+00 .3080E-02 .4661E+00
.1575E+04 .2397E+00 .2329E+00 .3090E-02 .4665E+00
.1576E+04 .2468E+00 .2398E+00 .3160E-02 .4665E+00
.1577E+04 .2160E+00 .2100E+00 .2738E-02 .4665E+00
.1578E+04 .2351E+00 .2285E+00 .2979E-02 .4672E+00
.1579E+04 .2367E+00 .2301E+00 .2988E-02 .4682E+00
.1580E+04 .2446E+00 .2377E+00 .3101E-02 .4690E+00
.1581E+04 .2487E+00 .2417E+00 .3157E-02 .4695E+00
.1582E+04 .2419E+00 .2351E+00 .3077E-02 .4700E+00
.1583E+04 .2475E+00 .2405E+00 .3150E-02 .4704E+00
.1584E+04 .2490E+00 .2419E+00 .3179E-02 .4709E+00
.1585E+04 .2587E+00 .2514E+00 .3305E-02 .4713E+00
.1586E+04 .2557E+00 .2484E+00 .3264E-02 .4718E+00
.1587E+04 .2530E+00 .2458E+00 .3227E-02 .4723E+00
.1588E+04 .2510E+00 .2439E+00 .3205E-02 .4728E+00
.1589E+04 .2323E+00 .2257E+00 .2963E-02 .4732E+00
.1590E+04 .2418E+00 .2349E+00 .3077E-02 .4737E+00
.1591E+04 .2419E+00 .2350E+00 .3077E-02 .4742E+00
.1592E+04 .2522E+00 .2450E+00 .3200E-02 .4747E+00
.1593E+04 .2583E+00 .2509E+00 .3276E-02 .4747E+00
.1594E+04 .2562E+00 .2489E+00 .3242E-02 .4747E+00
.1595E+04 .2582E+00 .2508E+00 .3265E-02 .4750E+00
.1596E+04 .2445E+00 .2375E+00 .3086E-02 .4754E+00
.1597E+04 .2469E+00 .2399E+00 .3108E-02 .4759E+00
.1598E+04 .2542E+00 .2469E+00 .3194E-02 .4764E+00
.1599E+04 .2420E+00 .2351E+00 .3021E-02 .4768E+00
.1600E+04 .2381E+00 .2313E+00 .2950E-02 .4770E+00
.1601E+04 .2232E+00 .2169E+00 .2740E-02 .4770E+00
.1602E+04 .2241E+00 .2178E+00 .2741E-02 .4770E+00
.1603E+04 .2239E+00 .2177E+00 .2734E-02 .4770E+00
.1604E+04 .2284E+00 .2220E+00 .2794E-02 .4770E+00
.1605E+04 .2368E+00 .2301E+00 .2924E-02 .4770E+00
.1606E+04 .2414E+00 .2345E+00 .2988E-02 .4770E+00
.1607E+04 .2329E+00 .2264E+00 .2862E-02 .4770E+00
.1608E+04 .2299E+00 .2234E+00 .2800E-02 .4770E+00
.1609E+04 .2273E+00 .2209E+00 .2761E-02 .4770E+00
.1610E+04 .2176E+00 .2115E+00 .2652E-02 .4773E+00
.1611E+04 .2268E+00 .2204E+00 .2767E-02 .4778E+00
.1612E+04 .2307E+00 .2242E+00 .2821E-02 .4783E+00
.1613E+04 .2372E+00 .2305E+00 .2901E-02 .4783E+00
.1614E+04 .2384E+00 .2316E+00 .2921E-02 .4783E+00
.1615E+04 .2410E+00 .2342E+00 .2955E-02 .4786E+00
.1616E+04 .2305E+00 .2240E+00 .2826E-02 .4791E+00
.1617E+04 .2346E+00 .2280E+00 .2874E-02 .4796E+00
.1618E+04 .2435E+00 .2366E+00 .2981E-02 .4796E+00
.1619E+04 .2410E+00 .2341E+00 .2945E-02 .4796E+00
.1620E+04 .2345E+00 .2278E+00 .2866E-02 .4796E+00
.1621E+04 .2343E+00 .2276E+00 .2859E-02 .4796E+00
.1622E+04 .2375E+00 .2308E+00 .2895E-02 .4796E+00
.1623E+04 .2424E+00 .2356E+00 .2952E-02 .4796E+00
.1624E+04 .2426E+00 .2358E+00 .2949E-02 .4796E+00
.1625E+04 .2378E+00 .2311E+00 .2886E-02 .4796E+00
.1626E+04 .2397E+00 .2329E+00 .2904E-02 .4796E+00
.1627E+04 .2407E+00 .2340E+00 .2914E-02 .4796E+00
.1628E+04 .2412E+00 .2344E+00 .2914E-02 .4796E+00
.1629E+04 .2413E+00 .2345E+00 .2913E-02 .4796E+00
.1630E+04 .2364E+00 .2298E+00 .2849E-02 .4796E+00
.1631E+04 .2380E+00 .2313E+00 .2860E-02 .4796E+00
.1632E+04 .2382E+00 .2315E+00 .2861E-02 .4796E+00
.1633E+04 .2325E+00 .2260E+00 .2782E-02 .4796E+00
.1634E+04 .2328E+00 .2262E+00 .2790E-02 .4797E+00
.1635E+04 .2335E+00 .2270E+00 .2785E-02 .4797E+00
.1636E+04 .2353E+00 .2287E+00 .2809E-02 .4797E+00
.1637E+04 .2269E+00 .2206E+00 .2708E-02 .4797E+00
.1638E+04 .2198E+00 .2137E+00 .2601E-02 .4797E+00
.1639E+04 .2202E+00 .2141E+00 .2617E-02 .4797E+00
.1640E+04 .2149E+00 .2089E+00 .2527E-02 .4797E+00
.1641E+04 .2195E+00 .2134E+00 .2595E-02 .4797E+00
.1642E+04 .2208E+00 .2147E+00 .2610E-02 .4797E+00
.1643E+04 .2150E+00 .2090E+00 .2510E-02 .4797E+00
.1644E+04 .2235E+00 .2173E+00 .2638E-02 .4797E+00
.1645E+04 .2180E+00 .2120E+00 .2557E-02 .4797E+00
.1646E+04 .2172E+00 .2112E+00 .2531E-02 .4797E+00
.1647E+04 .2276E+00 .2213E+00 .2678E-02 .4797E+00
.1648E+04 .2162E+00 .2102E+00 .2510E-02 .4797E+00
.1649E+04 .2186E+00 .2126E+00 .2555E-02 .4797E+00
.1650E+04 .2252E+00 .2190E+00 .2634E-02 .4797E+00
.1651E+04 .2081E+00 .2024E+00 .2399E-02 .4797E+00
.1652E+04 .2237E+00 .2175E+00 .2606E-02 .4797E+00
.1653E+04 .2227E+00 .2166E+00 .2596E-02 .4791E+00
.1654E+04 .2155E+00 .2096E+00 .2486E-02 .4787E+00
.1655E+04 .2222E+00 .2161E+00 .2585E-02 .4785E+00
.1656E+04 .2209E+00 .2148E+00 .2557E-02 .4785E+00
.1657E+04 .2221E+00 .2161E+00 .2573E-02 .4785E+00
.1658E+04 .2249E+00 .2187E+00 .2608E-02 .4779E+00
.1659E+04 .2211E+00 .2151E+00 .2560E-02 .4774E+00
.1660E+04 .2233E+00 .2172E+00 .2581E-02 .4770E+00
.1661E+04 .2238E+00 .2177E+00 .2582E-02 .4765E+00
.1662E+04 .2190E+00 .2131E+00 .2514E-02 .4761E+00
.1663E+04 .2223E+00 .2163E+00 .2561E-02 .4757E+00
.1664E+04 .2210E+00 .2150E+00 .2538E-02 .4752E+00
.1665E+04 .2115E+00 .2058E+00 .2405E-02 .4748E+00
.1666E+04 .1777E+00 .1731E+00 .1947E-02 .4743E+00
.1667E+04 .2103E+00 .2047E+00 .2385E-02 .4739E+00
.1668E+04 .2145E+00 .2087E+00 .2450E-02 .4734E+00
.1669E+04 .2151E+00 .2094E+00 .2451E-02 .4728E+00
.1670E+04 .2216E+00 .2157E+00 .2528E-02 .4723E+00
.1671E+04 .2187E+00 .2129E+00 .2486E-02 .4719E+00
.1672E+04 .2114E+00 .2058E+00 .2404E-02 .4714E+00
.1673E+04 .2163E+00 .2105E+00 .2458E-02 .4710E+00
.1674E+04 .2156E+00 .2099E+00 .2438E-02 .4706E+00
.1675E+04 .2135E+00 .2079E+00 .2413E-02 .4701E+00
.1676E+04 .2114E+00 .2058E+00 .2388E-02 .4697E+00
.1677E+04 .2122E+00 .2066E+00 .2390E-02 .4692E+00
.1678E+04 .2090E+00 .2035E+00 .2342E-02 .4687E+00
.1679E+04 .2130E+00 .2074E+00 .2400E-02 .4683E+00
.1680E+04 .2056E+00 .2002E+00 .2311E-02 .4680E+00
.1681E+04 .1943E+00 .1892E+00 .2173E-02 .4680E+00
.1682E+04 .2036E+00 .1983E+00 .2286E-02 .4680E+00
.1683E+04 .2090E+00 .2036E+00 .2343E-02 .4676E+00
.1684E+04 .1977E+00 .1926E+00 .2177E-02 .4671E+00
.1685E+04 .2132E+00 .2076E+00 .2383E-02 .4669E+00
.1686E+04 .2102E+00 .2047E+00 .2347E-02 .4669E+00
.1687E+04 .2047E+00 .1994E+00 .2267E-02 .4669E+00
.1688E+04 .2101E+00 .2046E+00 .2337E-02 .4665E+00
.1689E+04 .2071E+00 .2018E+00 .2301E-02 .4660E+00
.1690E+04 .2052E+00 .1999E+00 .2272E-02 .4656E+00
.1691E+04 .1925E+00 .1876E+00 .2092E-02 .4651E+00
.1692E+04 .2070E+00 .2017E+00 .2282E-02 .4646E+00
.1693E+04 .2113E+00 .2059E+00 .2337E-02 .4645E+00
.1694E+04 .2046E+00 .1994E+00 .2247E-02 .4645E+00
.1695E+04 .2096E+00 .2042E+00 .2310E-02 .4644E+00
.1696E+04 .2092E+00 .2038E+00 .2304E-02 .4639E+00
.1697E+04 .1804E+00 .1758E+00 .1926E-02 .4635E+00
.1698E+04 .2073E+00 .2020E+00 .2275E-02 .4634E+00
.1699E+04 .2055E+00 .2002E+00 .2250E-02 .4634E+00
.1700E+04 .1997E+00 .1946E+00 .2176E-02 .4634E+00
.1702E+04 .2039E+00 .1987E+00 .2226E-02 .4634E+00
.1705E+04 .1977E+00 .1926E+00 .2139E-02 .4632E+00
.1710E+04 .1876E+00 .1829E+00 .2008E-02 .4621E+00
.1715E+04 .1896E+00 .1849E+00 .2018E-02 .4611E+00
.1720E+04 .1870E+00 .1823E+00 .1981E-02 .4611E+00
.1725E+04 .1775E+00 .1731E+00 .1852E-02 .4611E+00
.1730E+04 .1740E+00 .1697E+00 .1806E-02 .4601E+00
.1735E+04 .1615E+00 .1576E+00 .1664E-02 .4601E+00
.1740E+04 .1682E+00 .1640E+00 .1721E-02 .4612E+00
.1745E+04 .1548E+00 .1510E+00 .1564E-02 .4612E+00
.1750E+04 .1652E+00 .1612E+00 .1673E-02 .4614E+00
.1755E+04 .1530E+00 .1493E+00 .1525E-02 .4624E+00
.1760E+04 .1592E+00 .1553E+00 .1588E-02 .4636E+00
.1765E+04 .1329E+00 .1297E+00 .1287E-02 .4636E+00
.1770E+04 .1417E+00 .1383E+00 .1373E-02 .4649E+00
.1775E+04 .1148E+00 .1121E+00 .1076E-02 .4652E+00
.1780E+04 .1005E+00 .9814E-01 .9192E-03 .4661E+00
.1785E+04 .7698E-01 .7520E-01 .6742E-03 .4671E+00
.1790E+04 .8888E-01 .8681E-01 .7858E-03 .4684E+00
.1795E+04 .4691E-01 .4587E-01 .3693E-03 .4696E+00
.1800E+04 .3182E-01 .3112E-01 .2502E-03 .4700E+00
.1805E+04 .1479E-01 .1449E-01 .9766E-04 .4708E+00
.1810E+04 .9680E-02 .9481E-02 .6341E-04 .4708E+00
.1815E+04 .3273E-02 .3212E-02 .1709E-04 .4708E+00
.1820E+04 .9845E-03 .9669E-03 .4380E-05 .4719E+00
.1825E+04 .1271E-02 .1248E-02 .5706E-05 .4732E+00
.1830E+04 .5180E-05 .5101E-05 .1224E-07 .4728E+00
.1835E+04 .6395E-05 .6293E-05 .1931E-07 .4720E+00
.1840E+04 .6240E-07 .6151E-07 .1010E-09 .4708E+00
.1845E+04 .6235E-05 .6146E-05 .1113E-07 .4702E+00
.1850E+04 .2985E-05 .2943E-05 .4987E-08 .4676E+00
.1855E+04 .2826E-06 .2787E-06 .4793E-09 .4631E+00
.1860E+04 .1110E-04 .1094E-04 .3057E-07 .4573E+00
.1865E+04 .1691E-04 .1668E-04 .4214E-07 .4445E+00
.1870E+04 .2654E-09 .2626E-09 .1479E-12 .4356E+00
.1875E+04 .4492E-09 .4448E-09 .2718E-12 .4242E+00
.1880E+04 .7721E-04 .7625E-04 .2383E-06 .4149E+00
.1885E+04 .4372E-04 .4321E-04 .1268E-06 .4080E+00
.1890E+04 .2225E-03 .2199E-03 .7019E-06 .4013E+00
.1895E+04 .1290E-03 .1276E-03 .4151E-06 .3859E+00
.1900E+04 .8584E-06 .8513E-06 .1627E-08 .3760E+00
.1905E+04 .5642E-06 .5593E-06 .1123E-08 .3797E+00
.1910E+04 .2295E-04 .2277E-04 .5683E-07 .3580E+00
.1915E+04 .1987E-04 .1971E-04 .5747E-07 .3559E+00
.1920E+04 .4492E-03 .4451E-03 .1576E-05 .3564E+00
.1925E+04 .9336E-03 .9243E-03 .3840E-05 .3579E+00
.1930E+04 .5509E-03 .5454E-03 .2225E-05 .3604E+00
.1935E+04 .3587E-02 .3546E-02 .1790E-04 .3633E+00
.1940E+04 .3277E-02 .3238E-02 .1767E-04 .3646E+00
.1945E+04 .1085E-01 .1071E-01 .6498E-04 .3670E+00
.1950E+04 .1671E-01 .1649E-01 .1037E-03 .3704E+00
.1955E+04 .1002E-01 .9892E-02 .5495E-04 .3766E+00
