Wavelength Global Beam Diffuse Ground
.9550E+03 .3413E+00 .3221E+00 .1136E-01 .4984E+00
.9560E+03 .3285E+00 .3100E+00 .1097E-01 .4984E+00
.9570E+03 .2707E+00 .2560E+00 .8587E-02 .4984E+00
.9580E+03 .4614E+00 .4346E+00 .1604E-01 .4985E+00
.9590E+03 .3741E+00 .3530E+00 .1251E-01 .4984E+00
.9600E+03 .4208E+00 .3969E+00 .1418E-01 .4984E+00
.9610E+03 .4614E+00 .4349E+00 .1584E-01 .4984E+00
.9620E+03 .4420E+00 .4167E+00 .1506E-01 .4984E+00
.9630E+03 .5053E+00 .4759E+00 .1754E-01 .4988E+00
.9640E+03 .4589E+00 .4325E+00 .1574E-01 .4992E+00
.9650E+03 .5040E+00 .4747E+00 .1745E-01 .4996E+00
.9660E+03 .5029E+00 .4738E+00 .1734E-01 .4996E+00
.9670E+03 .5026E+00 .4736E+00 .1726E-01 .4997E+00
.9680E+03 .6521E+00 .6130E+00 .2349E-01 .5001E+00
.9690E+03 .6851E+00 .6441E+00 .2469E-01 .5006E+00
.9700E+03 .6346E+00 .5969E+00 .2257E-01 .5009E+00
.9710E+03 .7136E+00 .6706E+00 .2589E-01 .5009E+00
.9720E+03 .6875E+00 .6463E+00 .2474E-01 .5009E+00
.9730E+03 .6065E+00 .5708E+00 .2127E-01 .5009E+00
.9740E+03 .5743E+00 .5407E+00 .1999E-01 .5009E+00
.9750E+03 .5900E+00 .5554E+00 .2064E-01 .5010E+00
.9760E+03 .5720E+00 .5388E+00 .1976E-01 .5015E+00
.9770E+03 .6386E+00 .6009E+00 .2253E-01 .5019E+00
.9780E+03 .6151E+00 .5791E+00 .2145E-01 .5020E+00
.9790E+03 .6380E+00 .6005E+00 .2239E-01 .5020E+00
.9800E+03 .6047E+00 .5694E+00 .2100E-01 .5020E+00
.9810E+03 .7125E+00 .6701E+00 .2535E-01 .5020E+00
.9820E+03 .6919E+00 .6510E+00 .2440E-01 .5020E+00
.9830E+03 .6668E+00 .6276E+00 .2332E-01 .5024E+00
.9840E+03 .7364E+00 .6926E+00 .2624E-01 .5029E+00
.9850E+03 .6868E+00 .6464E+00 .2406E-01 .5032E+00
.9860E+03 .7503E+00 .7055E+00 .2675E-01 .5032E+00
.9870E+03 .7387E+00 .6949E+00 .2617E-01 .5032E+00
.9880E+03 .7341E+00 .6906E+00 .2594E-01 .5036E+00
.9890E+03 .7485E+00 .7039E+00 .2659E-01 .5041E+00
.9900E+03 .7317E+00 .6884E+00 .2577E-01 .5043E+00
.9910E+03 .7530E+00 .7083E+00 .2661E-01 .5043E+00
.9920E+03 .7504E+00 .7060E+00 .2648E-01 .5043E+00
.9930E+03 .7367E+00 .6933E+00 .2584E-01 .5048E+00
.9940E+03 .7535E+00 .7089E+00 .2650E-01 .5054E+00
.9950E+03 .7511E+00 .7067E+00 .2639E-01 .5057E+00
.9960E+03 .7482E+00 .7041E+00 .2621E-01 .5057E+00
.9970E+03 .7391E+00 .6956E+00 .2585E-01 .5057E+00
.9980E+03 .7383E+00 .6948E+00 .2577E-01 .5061E+00
.9990E+03 .7380E+00 .6946E+00 .2571E-01 .5066E+00
.1000E+04 .7347E+00 .6916E+00 .2552E-01 .5071E+00
.1001E+04 .7438E+00 .7001E+00 .2582E-01 .5075E+00
.1002E+04 .7275E+00 .6850E+00 .2508E-01 .5079E+00
.1003E+04 .7338E+00 .6909E+00 .2536E-01 .5079E+00
.1004E+04 .7228E+00 .6806E+00 .2490E-01 .5079E+00
.1005E+04 .6812E+00 .6414E+00 .2346E-01 .5079E+00
.1006E+04 .7119E+00 .6705E+00 .2444E-01 .5079E+00
.1007E+04 .7269E+00 .6846E+00 .2492E-01 .5079E+00
.1008E+04 .7263E+00 .6841E+00 .2483E-01 .5084E+00
.1009E+04 .7191E+00 .6774E+00 .2451E-01 .5088E+00
.1010E+04 .7186E+00 .6770E+00 .2443E-01 .5091E+00
.1011E+04 .7222E+00 .6803E+00 .2457E-01 .5091E+00
.1012E+04 .7182E+00 .6767E+00 .2436E-01 .5091E+00
.1013E+04 .7170E+00 .6756E+00 .2430E-01 .5096E+00
.1014E+04 .7201E+00 .6785E+00 .2436E-01 .5102E+00
.1015E+04 .7076E+00 .6668E+00 .2389E-01 .5104E+00
.1016E+04 .7107E+00 .6698E+00 .2394E-01 .5104E+00
.1017E+04 .7028E+00 .6624E+00 .2362E-01 .5104E+00
.1018E+04 .7136E+00 .6726E+00 .2395E-01 .5104E+00
.1019E+04 .6882E+00 .6488E+00 .2301E-01 .5104E+00
.1020E+04 .6984E+00 .6584E+00 .2334E-01 .5104E+00
.1021E+04 .7012E+00 .6611E+00 .2339E-01 .5104E+00
.1022E+04 .6891E+00 .6498E+00 .2292E-01 .5104E+00
.1023E+04 .6945E+00 .6549E+00 .2306E-01 .5109E+00
.1024E+04 .6900E+00 .6508E+00 .2282E-01 .5114E+00
.1025E+04 .6969E+00 .6573E+00 .2306E-01 .5116E+00
.1026E+04 .6958E+00 .6562E+00 .2297E-01 .5116E+00
.1027E+04 .6925E+00 .6532E+00 .2281E-01 .5116E+00
.1028E+04 .6933E+00 .6540E+00 .2279E-01 .5121E+00
.1029E+04 .6857E+00 .6469E+00 .2250E-01 .5125E+00
.1030E+04 .6900E+00 .6509E+00 .2261E-01 .5127E+00
.1031E+04 .6868E+00 .6480E+00 .2245E-01 .5127E+00
.1032E+04 .6873E+00 .6485E+00 .2243E-01 .5127E+00
.1033E+04 .6756E+00 .6375E+00 .2200E-01 .5127E+00
.1034E+04 .6796E+00 .6414E+00 .2209E-01 .5127E+00
.1035E+04 .6818E+00 .6435E+00 .2212E-01 .5127E+00
.1036E+04 .6814E+00 .6432E+00 .2206E-01 .5128E+00
.1037E+04 .6744E+00 .6366E+00 .2178E-01 .5128E+00
.1038E+04 .6712E+00 .6336E+00 .2164E-01 .5133E+00
.1039E+04 .6758E+00 .6380E+00 .2175E-01 .5138E+00
.1040E+04 .6711E+00 .6337E+00 .2155E-01 .5139E+00
.1041E+04 .6712E+00 .6338E+00 .2151E-01 .5139E+00
.1042E+04 .6714E+00 .6341E+00 .2147E-01 .5140E+00
.1043E+04 .6647E+00 .6277E+00 .2121E-01 .5145E+00
.1044E+04 .6678E+00 .6307E+00 .2127E-01 .5149E+00
.1045E+04 .6640E+00 .6271E+00 .2110E-01 .5150E+00
.1046E+04 .6466E+00 .6108E+00 .2051E-01 .5150E+00
.1047E+04 .6564E+00 .6201E+00 .2078E-01 .5151E+00
.1048E+04 .6622E+00 .6256E+00 .2092E-01 .5156E+00
.1049E+04 .6584E+00 .6221E+00 .2075E-01 .5161E+00
.1050E+04 .6541E+00 .6180E+00 .2057E-01 .5163E+00
.1051E+04 .6547E+00 .6186E+00 .2055E-01 .5163E+00
.1052E+04 .6506E+00 .6149E+00 .2038E-01 .5165E+00
.1053E+04 .6487E+00 .6130E+00 .2027E-01 .5169E+00
.1054E+04 .6459E+00 .6105E+00 .2015E-01 .5174E+00
.1055E+04 .6479E+00 .6124E+00 .2017E-01 .5175E+00
.1056E+04 .6459E+00 .6106E+00 .2006E-01 .5175E+00
.1057E+04 .6443E+00 .6091E+00 .1996E-01 .5176E+00
.1058E+04 .6377E+00 .6029E+00 .1972E-01 .5181E+00
.1059E+04 .6182E+00 .5845E+00 .1907E-01 .5186E+00
.1060E+04 .6353E+00 .6007E+00 .1957E-01 .5187E+00
.1061E+04 .6207E+00 .5869E+00 .1908E-01 .5187E+00
.1062E+04 .6322E+00 .5978E+00 .1939E-01 .5188E+00
.1063E+04 .6219E+00 .5881E+00 .1903E-01 .5193E+00
.1064E+04 .6315E+00 .5972E+00 .1928E-01 .5197E+00
.1065E+04 .6286E+00 .5946E+00 .1914E-01 .5198E+00
.1066E+04 .6166E+00 .5833E+00 .1875E-01 .5199E+00
.1067E+04 .6198E+00 .5864E+00 .1881E-01 .5199E+00
.1068E+04 .6190E+00 .5856E+00 .1873E-01 .5199E+00
.1069E+04 .5858E+00 .5543E+00 .1770E-01 .5199E+00
.1070E+04 .6042E+00 .5718E+00 .1820E-01 .5199E+00
.1071E+04 .6161E+00 .5830E+00 .1856E-01 .5199E+00
.1072E+04 .6149E+00 .5819E+00 .1846E-01 .5200E+00
.1073E+04 .6032E+00 .5709E+00 .1808E-01 .5205E+00
.1074E+04 .6211E+00 .5878E+00 .1862E-01 .5211E+00
.1075E+04 .5921E+00 .5605E+00 .1760E-01 .5211E+00
.1076E+04 .6142E+00 .5814E+00 .1833E-01 .5211E+00
.1077E+04 .6039E+00 .5718E+00 .1792E-01 .5211E+00
.1078E+04 .6028E+00 .5708E+00 .1783E-01 .5211E+00
.1079E+04 .6043E+00 .5721E+00 .1794E-01 .5211E+00
.1080E+04 .5968E+00 .5652E+00 .1759E-01 .5215E+00
.1081E+04 .5804E+00 .5497E+00 .1704E-01 .5219E+00
.1082E+04 .5889E+00 .5577E+00 .1734E-01 .5222E+00
.1083E+04 .5977E+00 .5660E+00 .1759E-01 .5222E+00
.1084E+04 .5779E+00 .5475E+00 .1682E-01 .5222E+00
.1085E+04 .5929E+00 .5616E+00 .1732E-01 .5222E+00
.1086E+04 .5538E+00 .5250E+00 .1594E-01 .5222E+00
.1087E+04 .5666E+00 .5369E+00 .1644E-01 .5222E+00
.1088E+04 .5927E+00 .5616E+00 .1724E-01 .5222E+00
.1089E+04 .5787E+00 .5485E+00 .1670E-01 .5222E+00
.1090E+04 .5554E+00 .5265E+00 .1590E-01 .5222E+00
.1091E+04 .5879E+00 .5572E+00 .1697E-01 .5223E+00
.1092E+04 .5808E+00 .5505E+00 .1675E-01 .5225E+00
.1093E+04 .5102E+00 .4840E+00 .1435E-01 .5229E+00
.1094E+04 .5393E+00 .5112E+00 .1546E-01 .5234E+00
.1095E+04 .5200E+00 .4933E+00 .1464E-01 .5234E+00
.1096E+04 .5028E+00 .4771E+00 .1402E-01 .5234E+00
.1097E+04 .5781E+00 .5481E+00 .1652E-01 .5234E+00
.1098E+04 .5027E+00 .4771E+00 .1395E-01 .5234E+00
.1099E+04 .5073E+00 .4815E+00 .1409E-01 .5234E+00
.1100E+04 .4854E+00 .4609E+00 .1329E-01 .5234E+00
.1101E+04 .4966E+00 .4715E+00 .1362E-01 .5234E+00
.1102E+04 .4683E+00 .4448E+00 .1274E-01 .5236E+00
.1103E+04 .4660E+00 .4427E+00 .1259E-01 .5241E+00
.1104E+04 .4665E+00 .4432E+00 .1259E-01 .5245E+00
.1105E+04 .5062E+00 .4807E+00 .1386E-01 .5246E+00
.1106E+04 .3962E+00 .3769E+00 .1032E-01 .5246E+00
.1107E+04 .4816E+00 .4575E+00 .1303E-01 .5246E+00
.1108E+04 .4134E+00 .3931E+00 .1085E-01 .5246E+00
.1109E+04 .4128E+00 .3925E+00 .1084E-01 .5246E+00
.1110E+04 .4788E+00 .4550E+00 .1284E-01 .5246E+00
.1111E+04 .3316E+00 .3158E+00 .8393E-02 .5246E+00
.1112E+04 .4136E+00 .3933E+00 .1081E-01 .5246E+00
.1113E+04 .2686E+00 .2560E+00 .6554E-02 .5245E+00
.1114E+04 .2999E+00 .2858E+00 .7383E-02 .5245E+00
.1115E+04 .2500E+00 .2384E+00 .6053E-02 .5246E+00
.1116E+04 .2014E+00 .1923E+00 .4668E-02 .5246E+00
.1117E+04 .7948E-01 .7619E-01 .1608E-02 .5246E+00
.1118E+04 .2176E+00 .2077E+00 .5098E-02 .5246E+00
.1119E+04 .1131E+00 .1082E+00 .2432E-02 .5246E+00
.1120E+04 .1418E+00 .1357E+00 .3076E-02 .5246E+00
.1121E+04 .1858E+00 .1776E+00 .4157E-02 .5246E+00
.1122E+04 .8156E-01 .7819E-01 .1647E-02 .5246E+00
.1123E+04 .1281E+00 .1226E+00 .2749E-02 .5246E+00
.1124E+04 .1086E+00 .1040E+00 .2306E-02 .5246E+00
.1125E+04 .1442E+00 .1380E+00 .3130E-02 .5246E+00
.1126E+04 .5146E-01 .4942E-01 .9722E-03 .5245E+00
.1127E+04 .1572E+00 .1504E+00 .3427E-02 .5246E+00
.1128E+04 .9907E-01 .9498E-01 .1998E-02 .5246E+00
.1129E+04 .1058E+00 .1014E+00 .2151E-02 .5246E+00
.1130E+04 .7043E-01 .6759E-01 .1362E-02 .5245E+00
.1131E+04 .2955E+00 .2821E+00 .6925E-02 .5246E+00
.1132E+04 .2341E+00 .2236E+00 .5332E-02 .5246E+00
.1133E+04 .1532E+00 .1467E+00 .3257E-02 .5246E+00
.1134E+04 .4162E-01 .4001E-01 .7564E-03 .5245E+00
.1135E+04 .1542E-01 .1483E-01 .2757E-03 .5245E+00
.1136E+04 .1286E+00 .1232E+00 .2644E-02 .5246E+00
.1137E+04 .2877E+00 .2748E+00 .6623E-02 .5246E+00
.1138E+04 .2033E+00 .1943E+00 .4530E-02 .5246E+00
.1139E+04 .2986E+00 .2849E+00 .7080E-02 .5246E+00
.1140E+04 .2560E+00 .2445E+00 .5886E-02 .5247E+00
.1141E+04 .1934E+00 .1849E+00 .4272E-02 .5247E+00
.1142E+04 .2248E+00 .2148E+00 .5054E-02 .5247E+00
.1143E+04 .3118E+00 .2976E+00 .7280E-02 .5247E+00
.1144E+04 .1132E+00 .1085E+00 .2347E-02 .5247E+00
.1145E+04 .1459E+00 .1398E+00 .3030E-02 .5247E+00
.1146E+04 .1575E+00 .1509E+00 .3276E-02 .5247E+00
.1147E+04 .5903E-01 .5674E-01 .1073E-02 .5246E+00
.1148E+04 .2712E+00 .2590E+00 .6199E-02 .5247E+00
.1149E+04 .2185E+00 .2090E+00 .4834E-02 .5247E+00
.1150E+04 .1216E+00 .1165E+00 .2511E-02 .5247E+00
.1151E+04 .2034E+00 .1946E+00 .4418E-02 .5247E+00
.1152E+04 .2476E+00 .2367E+00 .5537E-02 .5247E+00
.1153E+04 .2382E+00 .2277E+00 .5368E-02 .5247E+00
.1154E+04 .1424E+00 .1365E+00 .2884E-02 .5247E+00
.1155E+04 .3132E+00 .2991E+00 .7230E-02 .5247E+00
.1156E+04 .2809E+00 .2684E+00 .6376E-02 .5247E+00
.1157E+04 .3146E+00 .3004E+00 .7262E-02 .5247E+00
.1158E+04 .3117E+00 .2977E+00 .7179E-02 .5247E+00
.1159E+04 .3370E+00 .3217E+00 .7869E-02 .5247E+00
.1160E+04 .2865E+00 .2737E+00 .6524E-02 .5247E+00
.1161E+04 .3476E+00 .3317E+00 .8179E-02 .5247E+00
.1162E+04 .3501E+00 .3341E+00 .8197E-02 .5245E+00
.1163E+04 .4675E+00 .4457E+00 .1145E-01 .5241E+00
.1164E+04 .4018E+00 .3833E+00 .9611E-02 .5236E+00
.1165E+04 .3861E+00 .3685E+00 .9090E-02 .5236E+00
.1166E+04 .3750E+00 .3578E+00 .8864E-02 .5236E+00
.1167E+04 .4099E+00 .3911E+00 .9780E-02 .5236E+00
.1168E+04 .4180E+00 .3988E+00 .9946E-02 .5236E+00
.1169E+04 .4217E+00 .4023E+00 .1008E-01 .5236E+00
.1170E+04 .4579E+00 .4367E+00 .1106E-01 .5232E+00
.1171E+04 .4472E+00 .4266E+00 .1074E-01 .5227E+00
.1172E+04 .4547E+00 .4337E+00 .1096E-01 .5225E+00
.1173E+04 .4556E+00 .4346E+00 .1094E-01 .5225E+00
.1174E+04 .3350E+00 .3201E+00 .7631E-02 .5225E+00
.1175E+04 .4515E+00 .4307E+00 .1083E-01 .5220E+00
.1176E+04 .4766E+00 .4545E+00 .1158E-01 .5216E+00
.1177E+04 .4715E+00 .4498E+00 .1133E-01 .5214E+00
.1178E+04 .3601E+00 .3440E+00 .8306E-02 .5214E+00
.1179E+04 .4835E+00 .4611E+00 .1169E-01 .5214E+00
.1180E+04 .4406E+00 .4205E+00 .1042E-01 .5209E+00
.1181E+04 .4544E+00 .4337E+00 .1078E-01 .5204E+00
.1182E+04 .3233E+00 .3091E+00 .7284E-02 .5201E+00
.1183E+04 .4383E+00 .4183E+00 .1040E-01 .5202E+00
.1184E+04 .4198E+00 .4008E+00 .9813E-02 .5202E+00
.1185E+04 .4074E+00 .3891E+00 .9428E-02 .5202E+00
.1186E+04 .4768E+00 .4550E+00 .1132E-01 .5203E+00
.1187E+04 .4557E+00 .4350E+00 .1071E-01 .5202E+00
.1188E+04 .3351E+00 .3204E+00 .7482E-02 .5202E+00
.1189E+04 .4156E+00 .3969E+00 .9694E-02 .5202E+00
.1190E+04 .4622E+00 .4413E+00 .1088E-01 .5202E+00
.1191E+04 .4464E+00 .4263E+00 .1036E-01 .5202E+00
.1192E+04 .4732E+00 .4518E+00 .1112E-01 .5205E+00
.1193E+04 .4542E+00 .4337E+00 .1059E-01 .5209E+00
.1194E+04 .4687E+00 .4475E+00 .1096E-01 .5214E+00
.1195E+04 .4467E+00 .4266E+00 .1034E-01 .5218E+00
.1196E+04 .4311E+00 .4118E+00 .9893E-02 .5223E+00
.1197E+04 .4770E+00 .4554E+00 .1116E-01 .5230E+00
.1198E+04 .4338E+00 .4143E+00 .1003E-01 .5240E+00
.1199E+04 .3651E+00 .3490E+00 .8206E-02 .5248E+00
.1200E+04 .4481E+00 .4279E+00 .1033E-01 .5254E+00
.1201E+04 .4373E+00 .4177E+00 .9990E-02 .5259E+00
.1202E+04 .4370E+00 .4174E+00 .9991E-02 .5267E+00
.1203E+04 .4338E+00 .4143E+00 .9917E-02 .5276E+00
.1204E+04 .3625E+00 .3465E+00 .8051E-02 .5286E+00
.1205E+04 .4368E+00 .4172E+00 .9958E-02 .5296E+00
.1206E+04 .4806E+00 .4587E+00 .1113E-01 .5306E+00
.1207E+04 .4297E+00 .4104E+00 .9710E-02 .5312E+00
.1208E+04 .4329E+00 .4134E+00 .9828E-02 .5317E+00
.1209E+04 .4141E+00 .3955E+00 .9406E-02 .5321E+00
.1210E+04 .4532E+00 .4327E+00 .1034E-01 .5326E+00
.1211E+04 .4217E+00 .4027E+00 .9526E-02 .5331E+00
.1212E+04 .4247E+00 .4057E+00 .9515E-02 .5335E+00
.1213E+04 .4694E+00 .4481E+00 .1071E-01 .5340E+00
.1214E+04 .4337E+00 .4143E+00 .9731E-02 .5342E+00
.1215E+04 .4273E+00 .4082E+00 .9544E-02 .5342E+00
.1216E+04 .4660E+00 .4450E+00 .1058E-01 .5342E+00
.1217E+04 .4551E+00 .4346E+00 .1027E-01 .5343E+00
.1218E+04 .4588E+00 .4382E+00 .1036E-01 .5343E+00
.1219E+04 .4464E+00 .4264E+00 .1001E-01 .5344E+00
.1220E+04 .4578E+00 .4372E+00 .1030E-01 .5344E+00
.1221E+04 .4651E+00 .4441E+00 .1048E-01 .5344E+00
.1222E+04 .4512E+00 .4309E+00 .1011E-01 .5344E+00
.1223E+04 .4438E+00 .4240E+00 .9910E-02 .5344E+00
.1224E+04 .4480E+00 .4280E+00 .9969E-02 .5343E+00
.1225E+04 .4621E+00 .4414E+00 .1034E-01 .5344E+00
.1226E+04 .4679E+00 .4470E+00 .1048E-01 .5344E+00
.1227E+04 .4327E+00 .4135E+00 .9571E-02 .5343E+00
.1228E+04 .4663E+00 .4454E+00 .1043E-01 .5343E+00
.1229E+04 .4669E+00 .4461E+00 .1041E-01 .5343E+00
.1230E+04 .4598E+00 .4393E+00 .1021E-01 .5343E+00
.1231E+04 .4717E+00 .4507E+00 .1052E-01 .5343E+00
.1232E+04 .4661E+00 .4453E+00 .1037E-01 .5343E+00
.1233E+04 .4537E+00 .4336E+00 .1001E-01 .5343E+00
.1234E+04 .4699E+00 .4489E+00 .1044E-01 .5343E+00
.1235E+04 .4648E+00 .4441E+00 .1030E-01 .5343E+00
.1236E+04 .4688E+00 .4480E+00 .1038E-01 .5343E+00
.1237E+04 .4631E+00 .4426E+00 .1021E-01 .5343E+00
.1238E+04 .4677E+00 .4469E+00 .1032E-01 .5343E+00
.1239E+04 .4624E+00 .4419E+00 .1018E-01 .5343E+00
.1240E+04 .4605E+00 .4401E+00 .1013E-01 .5343E+00
.1241E+04 .4617E+00 .4413E+00 .1012E-01 .5343E+00
.1242E+04 .4622E+00 .4418E+00 .1013E-01 .5340E+00
.1243E+04 .4573E+00 .4371E+00 .1000E-01 .5336E+00
.1244E+04 .4550E+00 .4350E+00 .9927E-02 .5333E+00
.1245E+04 .4563E+00 .4362E+00 .9940E-02 .5333E+00
.1246E+04 .4592E+00 .4390E+00 .9987E-02 .5333E+00
.1247E+04 .4572E+00 .4371E+00 .9921E-02 .5333E+00
.1248E+04 .4583E+00 .4383E+00 .9919E-02 .5333E+00
.1249E+04 .4594E+00 .4393E+00 .9933E-02 .5333E+00
.1250E+04 .4568E+00 .4368E+00 .9854E-02 .5333E+00
.1251E+04 .4523E+00 .4326E+00 .9729E-02 .5333E+00
.1252E+04 .4507E+00 .4311E+00 .9692E-02 .5334E+00
.1253E+04 .4475E+00 .4280E+00 .9581E-02 .5334E+00
.1254E+04 .4434E+00 .4242E+00 .9457E-02 .5334E+00
.1255E+04 .4505E+00 .4309E+00 .9630E-02 .5334E+00
.1256E+04 .4400E+00 .4210E+00 .9343E-02 .5334E+00
.1257E+04 .4351E+00 .4163E+00 .9214E-02 .5334E+00
.1258E+04 .4447E+00 .4255E+00 .9438E-02 .5334E+00
.1259E+04 .4270E+00 .4087E+00 .8976E-02 .5335E+00
.1260E+04 .4309E+00 .4124E+00 .9051E-02 .5339E+00
.1261E+04 .4113E+00 .3937E+00 .8536E-02 .5343E+00
.1262E+04 .3955E+00 .3787E+00 .8149E-02 .5348E+00
.1263E+04 .4000E+00 .3830E+00 .8226E-02 .5354E+00
.1264E+04 .3713E+00 .3557E+00 .7518E-02 .5359E+00
.1265E+04 .3955E+00 .3787E+00 .8111E-02 .5363E+00
.1266E+04 .3851E+00 .3688E+00 .7821E-02 .5368E+00
.1267E+04 .3881E+00 .3716E+00 .7911E-02 .5369E+00
.1268E+04 .3704E+00 .3548E+00 .7468E-02 .5369E+00
.1269E+04 .2464E+00 .2366E+00 .4509E-02 .5375E+00
.1270E+04 .3873E+00 .3709E+00 .7842E-02 .5389E+00
.1271E+04 .4081E+00 .3906E+00 .8350E-02 .5403E+00
.1272E+04 .4086E+00 .3911E+00 .8357E-02 .5404E+00
.1273E+04 .4061E+00 .3888E+00 .8281E-02 .5404E+00
.1274E+04 .4060E+00 .3886E+00 .8277E-02 .5404E+00
.1275E+04 .4121E+00 .3946E+00 .8406E-02 .5404E+00
.1276E+04 .4167E+00 .3990E+00 .8503E-02 .5404E+00
.1277E+04 .4198E+00 .4019E+00 .8568E-02 .5400E+00
.1278E+04 .4274E+00 .4092E+00 .8746E-02 .5396E+00
.1279E+04 .4243E+00 .4063E+00 .8665E-02 .5393E+00
.1280E+04 .4218E+00 .4039E+00 .8601E-02 .5393E+00
.1281E+04 .4131E+00 .3955E+00 .8427E-02 .5393E+00
.1282E+04 .3728E+00 .3570E+00 .7618E-02 .5393E+00
.1283E+04 .4071E+00 .3898E+00 .8299E-02 .5393E+00
.1284E+04 .4206E+00 .4027E+00 .8553E-02 .5393E+00
.1285E+04 .4238E+00 .4058E+00 .8608E-02 .5393E+00
.1286E+04 .4269E+00 .4088E+00 .8672E-02 .5393E+00
.1287E+04 .4219E+00 .4041E+00 .8527E-02 .5393E+00
.1288E+04 .4197E+00 .4019E+00 .8475E-02 .5393E+00
.1289E+04 .4088E+00 .3916E+00 .8188E-02 .5391E+00
.1290E+04 .4126E+00 .3952E+00 .8307E-02 .5386E+00
.1291E+04 .4176E+00 .4000E+00 .8401E-02 .5381E+00
.1292E+04 .3954E+00 .3789E+00 .7840E-02 .5381E+00
.1293E+04 .4124E+00 .3951E+00 .8242E-02 .5381E+00
.1294E+04 .4040E+00 .3871E+00 .8054E-02 .5381E+00
.1295E+04 .4045E+00 .3876E+00 .8030E-02 .5381E+00
.1296E+04 .3887E+00 .3725E+00 .7636E-02 .5381E+00
.1297E+04 .3705E+00 .3552E+00 .7208E-02 .5380E+00
.1298E+04 .3915E+00 .3752E+00 .7712E-02 .5381E+00
.1299E+04 .4083E+00 .3913E+00 .8088E-02 .5381E+00
.1300E+04 .3516E+00 .3372E+00 .6757E-02 .5380E+00
.1301E+04 .3622E+00 .3473E+00 .6991E-02 .5380E+00
.1302E+04 .3910E+00 .3748E+00 .7657E-02 .5381E+00
.1303E+04 .3461E+00 .3320E+00 .6633E-02 .5381E+00
.1304E+04 .2989E+00 .2869E+00 .5552E-02 .5381E+00
.1305E+04 .3837E+00 .3678E+00 .7455E-02 .5382E+00
.1306E+04 .3844E+00 .3685E+00 .7451E-02 .5382E+00
.1307E+04 .3059E+00 .2936E+00 .5695E-02 .5377E+00
.1308E+04 .3463E+00 .3322E+00 .6593E-02 .5373E+00
.1309E+04 .3836E+00 .3679E+00 .7389E-02 .5370E+00
.1310E+04 .3011E+00 .2891E+00 .5568E-02 .5370E+00
.1311E+04 .3336E+00 .3201E+00 .6282E-02 .5370E+00
.1312E+04 .3321E+00 .3187E+00 .6228E-02 .5366E+00
.1313E+04 .3135E+00 .3009E+00 .5839E-02 .5362E+00
.1314E+04 .2880E+00 .2766E+00 .5268E-02 .5359E+00
.1315E+04 .2858E+00 .2745E+00 .5206E-02 .5359E+00
.1316E+04 .3241E+00 .3111E+00 .6035E-02 .5359E+00
.1317E+04 .3122E+00 .2997E+00 .5765E-02 .5359E+00
.1318E+04 .3332E+00 .3198E+00 .6224E-02 .5359E+00
.1319E+04 .2686E+00 .2581E+00 .4799E-02 .5357E+00
.1320E+04 .2588E+00 .2487E+00 .4628E-02 .5352E+00
.1321E+04 .2987E+00 .2869E+00 .5438E-02 .5347E+00
.1322E+04 .3021E+00 .2902E+00 .5482E-02 .5343E+00
.1323E+04 .2328E+00 .2239E+00 .4038E-02 .5338E+00
.1324E+04 .2625E+00 .2523E+00 .4651E-02 .5336E+00
.1325E+04 .3222E+00 .3094E+00 .5902E-02 .5336E+00
.1326E+04 .2805E+00 .2696E+00 .5013E-02 .5336E+00
.1327E+04 .2663E+00 .2559E+00 .4719E-02 .5331E+00
.1328E+04 .2345E+00 .2256E+00 .4077E-02 .5326E+00
.1329E+04 .1776E+00 .1710E+00 .2950E-02 .5321E+00
.1330E+04 .2292E+00 .2206E+00 .3908E-02 .5317E+00
.1331E+04 .1448E+00 .1395E+00 .2294E-02 .5313E+00
.1332E+04 .1458E+00 .1405E+00 .2340E-02 .5312E+00
.1333E+04 .2030E+00 .1955E+00 .3348E-02 .5312E+00
.1334E+04 .1693E+00 .1630E+00 .2790E-02 .5311E+00
.1335E+04 .2312E+00 .2225E+00 .3936E-02 .5306E+00
.1336E+04 .1835E+00 .1767E+00 .3022E-02 .5302E+00
.1337E+04 .1646E+00 .1585E+00 .2658E-02 .5293E+00
.1338E+04 .1780E+00 .1715E+00 .2890E-02 .5283E+00
.1339E+04 .1768E+00 .1704E+00 .2879E-02 .5276E+00
.1340E+04 .1684E+00 .1622E+00 .2751E-02 .5276E+00
.1341E+04 .1704E+00 .1642E+00 .2725E-02 .5276E+00
.1342E+04 .1780E+00 .1715E+00 .2855E-02 .5269E+00
.1343E+04 .1270E+00 .1226E+00 .1881E-02 .5260E+00
.1344E+04 .7561E-01 .7304E-01 .1090E-02 .5253E+00
.1345E+04 .1090E+00 .1052E+00 .1609E-02 .5248E+00
.1346E+04 .5809E-01 .5621E-01 .7622E-03 .5242E+00
.1347E+04 .6001E-01 .5808E-01 .7764E-03 .5238E+00
.1348E+04 .4722E-02 .4590E-02 .4573E-04 .5232E+00
.1349E+04 .1609E-01 .1563E-01 .1704E-03 .5227E+00
.1350E+04 .1597E-01 .1550E-01 .1765E-03 .5218E+00
.1351E+04 .4603E-02 .4481E-02 .4074E-04 .5209E+00
.1352E+04 .1505E-02 .1468E-02 .1063E-04 .5201E+00
.1353E+04 .9520E-04 .9309E-04 .5166E-06 .5196E+00
